0  ,254
1  ,254
2  ,253
3  ,253
4  ,254
5  ,254
6  ,254
7  ,254
8  ,254
9  ,254
10 ,254
11 ,254
12 ,254
13 ,254
14 ,254
15 ,254
16 ,254
17 ,255
18 ,255
19 ,255
20 ,255
21 ,255
22 ,255
23 ,255
24 ,255
25 ,254
26 ,254
27 ,253
28 ,253
29 ,254
30 ,254
31 ,254
32 ,254
33 ,253
34 ,253
35 ,253
36 ,254
37 ,254
38 ,254
39 ,254
40 ,254
41 ,254
42 ,255
43 ,255
44 ,255
45 ,255
46 ,255
47 ,255
48 ,255
49 ,255
50 ,254
51 ,253
52 ,253
53 ,253
54 ,225
55 ,197
56 ,169
57 ,170
58 ,170
59 ,169
60 ,197
61 ,225
62 ,254
63 ,254
64 ,254
65 ,254
66 ,254
67 ,255
68 ,255
69 ,255
70 ,255
71 ,255
72 ,255
73 ,255
74 ,255
75 ,254
76 ,254
77 ,254
78 ,226
79 ,169
80 ,141
81 ,141
82 ,169
83 ,169
84 ,141
85 ,140
86 ,168
87 ,225
88 ,253
89 ,253
90 ,254
91 ,254
92 ,255
93 ,255
94 ,255
95 ,255
96 ,255
97 ,255
98 ,255
99 ,255
100,254
101,254
102,225
103,169
104,113
105,113
106,141
107,169
108,170
109,141
110,141
111,141
112,197
113,225
114,254
115,254
116,254
117,255
118,255
119,255
120,255
121,255
122,255
123,255
124,255
125,253
126,226
127,169
128,85 
129,85 
130,141
131,225
132,253
133,253
134,225
135,197
136,141
137,141
138,169
139,226
140,254
141,254
142,255
143,255
144,255
145,255
146,255
147,255
148,255
149,255
150,254
151,226
152,169
153,85 
154,85 
155,141
156,226
157,253
158,254
159,253
160,254
161,197
162,141
163,141
164,198
165,254
166,254
167,255
168,255
169,255
170,255
171,255
172,255
173,255
174,255
175,254
176,226
177,198
178,142
179,113
180,141
181,198
182,254
183,254
184,254
185,254
186,197
187,141
188,141
189,197
190,254
191,254
192,255
193,255
194,255
195,255
196,255
197,255
198,255
199,255
200,254
201,254
202,253
203,225
204,142
205,141
206,170
207,254
208,254
209,254
210,226
211,169
212,141
213,169
214,226
215,254
216,254
217,255
218,255
219,255
220,255
221,255
222,255
223,255
224,255
225,254
226,254
227,254
228,254
229,169
230,170
231,169
232,254
233,254
234,226
235,170
236,113
237,141
238,197
239,254
240,254
241,254
242,255
243,255
244,255
245,255
246,255
247,255
248,255
249,255
250,254
251,254
252,253
253,254
254,169
255,141
256,113
257,170
258,170
259,141
260,113
261,113
262,169
263,225
264,254
265,254
266,254
267,255
268,255
269,255
270,255
271,255
272,255
273,255
274,255
275,254
276,254
277,254
278,254
279,169
280,141
281,113
282,169
283,141
284,85 
285,86 
286,141
287,225
288,253
289,253
290,254
291,254
292,255
293,255
294,255
295,255
296,255
297,255
298,255
299,255
300,254
301,254
302,254
303,254
304,169
305,141
306,113
307,169
308,141
309,85 
310,85 
311,141
312,225
313,253
314,254
315,254
316,254
317,255
318,255
319,255
320,255
321,255
322,255
323,255
324,255
325,254
326,254
327,254
328,254
329,169
330,169
331,169
332,253
333,226
334,169
335,113
336,141
337,197
338,253
339,254
340,254
341,255
342,255
343,255
344,255
345,255
346,255
347,255
348,255
349,255
350,253
351,253
352,253
353,253
354,169
355,169
356,169
357,254
358,254
359,226
360,141
361,113
362,141
363,226
364,254
365,255
366,255
367,255
368,255
369,255
370,255
371,255
372,255
373,255
374,255
375,253
376,253
377,253
378,254
379,169
380,169
381,169
382,253
383,253
384,254
385,198
386,141
387,141
388,197
389,254
390,254
391,254
392,255
393,255
394,255
395,255
396,255
397,255
398,255
399,255
400,253
401,253
402,253
403,254
404,169
405,169
406,169
407,254
408,253
409,254
410,225
411,141
412,141
413,170
414,254
415,254
416,254
417,255
418,255
419,255
420,255
421,255
422,255
423,255
424,255
425,254
426,254
427,253
428,253
429,169
430,169
431,169
432,253
433,254
434,254
435,253
436,197
437,169
438,169
439,225
440,254
441,254
442,255
443,255
444,255
445,255
446,255
447,255
448,255
449,255
450,253
451,254
452,254
453,254
454,197
455,197
456,197
457,254
458,254
459,254
460,254
461,225
462,169
463,141
464,141
465,198
466,226
467,255
468,255
469,255
470,255
471,255
472,255
473,255
474,255
475,254
476,254
477,254
478,254
479,225
480,225
481,225
482,253
483,254
484,253
485,253
486,253
487,197
488,170
489,141
490,198
491,226
492,255
493,255
494,255
495,255
496,255
497,255
498,255
499,255
500,253
501,254
502,254
503,254
504,254
505,253
506,253
507,253
508,253
509,253
510,253
511,254
512,226
513,198
514,170
515,198
516,226
517,255
518,255
519,255
520,255
521,255
522,255
523,255
524,255
525,253
526,254
527,254
528,254
529,254
530,253
531,253
532,253
533,253
534,253
535,253
536,254
537,254
538,254
539,254
540,254
541,254
542,255
543,255
544,255
545,255
546,255
547,255
548,255
549,255
550,253
551,253
552,254
553,254
554,254
555,254
556,254
557,254
558,254
559,254
560,254
561,254
562,253
563,254
564,254
565,254
566,254
567,255
568,255
569,255
570,255
571,255
572,255
573,255
574,255
575,254
576,254
577,254
578,254
579,254
580,254
581,254
582,254
583,254
584,254
585,254
586,254
587,253
588,254
589,254
590,254
591,254
592,255
593,255
594,255
595,255
596,255
597,255
598,255
599,255
600,254
601,254
602,254
603,254
604,254
605,254
606,254
607,254
608,254
609,254
610,254
611,254
612,254
613,254
614,255
615,255
616,255
617,255
618,255
619,255
620,255
621,255
622,255
623,255
624,255
